full_name,rank,type,abbr
ADVANCES IN SPACE RESEARCH,3,CAS,
ADVANCES IN STRUCTURAL ENGINEERING,4,CAS,
Advances in Theoretical and Mathematical Physics,4,CAS,
ADVANCES IN THERAPY,3,CAS,
Advances in Traditional Medicine,4,CAS,
Advances in Urology,3,CAS,
Advances in Virology,4,CAS,
ADVANCES IN WATER RESOURCES,2,CAS,
Advances in Weed Science,4,CAS,
Advances in Wound Care,3,CAS,
Aedos-Revista do Corpo Discente do Programa de Pos-Graduacao em Historia da UFRGS,4,CAS,
AEM Education and Training,4,CAS,
Aeolian Research,3,CAS,
Aequationes Mathematicae,3,CAS,
AERA Open,2,CAS,
AEROBIOLOGIA,4,CAS,
AERONAUTICAL JOURNAL,4,CAS,
Aerosol and Air Quality Research,4,CAS,
Aerosol Science and Engineering,4,CAS,
AEROSOL SCIENCE AND TECHNOLOGY,4,CAS,
AEROSPACE AMERICA,4,CAS,
Aerospace Medicine and Human Performance,4,CAS,
Aerospace Research in Bulgaria,4,CAS,
Aerospace Science and Technology,1,CAS,
Aerospace,3,CAS,
AESTHETIC PLASTIC SURGERY,3,CAS,
Aesthetic Surgery Journal Open Forum,4,CAS,
Aesthetic Surgery Journal,3,CAS,
Aestimum,4,CAS,
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,3,CAS,
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,3,CAS,
Affective Science,4,CAS,
Affilia-Feminist Inquiry in Social Work,3,CAS,
Afghanistan,4,CAS,
AFINIDAD,4,CAS,
Afkar-Jurnal Akidah & Pemikiran Islam-Journal of Aqidah & Islamic Thought,3,CAS,
Africa Education Review,4,CAS,
Africa Journal of Management,4,CAS,
Africa Review,4,CAS,
Africa Spectrum,2,CAS,
AFRICA,2,CAS,
AFRICAN AFFAIRS,2,CAS,
AFRICAN AMERICAN REVIEW,3,CAS,
African and Asian Studies,4,CAS,
African Archaeological Review,2,CAS,
AFRICAN ARTS,3,CAS,
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,3,CAS,
African Diaspora,4,CAS,
African Disability Rights Yearbook,4,CAS,
AFRICAN ECONOMIC HISTORY,2,CAS,
AFRICAN ENTOMOLOGY,4,CAS,
African Geographical Review,4,CAS,
African Health Sciences,4,CAS,
African Historical Review,4,CAS,
AFRICAN INVERTEBRATES,3,CAS,
African Journal of Accounting Auditing and Finance,4,CAS,
African Journal of Agricultural and Resource Economics-AFJARE,4,CAS,
AFRICAN JOURNAL OF AQUATIC SCIENCE,4,CAS,
African Journal of Business Ethics,4,CAS,
African Journal of Disability,4,CAS,
AFRICAN JOURNAL OF ECOLOGY,4,CAS,
African Journal of Economic and Management Studies,4,CAS,
African Journal of Emergency Medicine,4,CAS,
African Journal of Health Professions Education,4,CAS,
AFRICAN JOURNAL OF HERPETOLOGY,4,CAS,
African Journal of Information Systems,4,CAS,
African Journal of International and Comparative Law,4,CAS,
African Journal of Laboratory Medicine,4,CAS,
African Journal of Legal Studies,4,CAS,
African Journal of Library Archives and Information Science,4,CAS,
AFRICAN JOURNAL OF MARINE SCIENCE,4,CAS,
African Journal of Neurological Sciences,4,CAS,
African Journal of Nursing and Midwifery,4,CAS,
African Journal of Primary Health Care & Family Medicine,4,CAS,
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,4,CAS,
African Journal of Reproductive Health,4,CAS,
African Journal of Research in Mathematics Science and Technology Education,4,CAS,
African Journal of Rhetoric,4,CAS,
African Journal of Science Technology Innovation & Development,4,CAS,
African Journal of Urology,4,CAS,
African Journal of Wildlife Research,4,CAS,
African Journal on Conflict Resolution,4,CAS,
African Journalism Studies,3,CAS,
African Review of Economics and Finance-AREF,4,CAS,
African Security Review,3,CAS,
African Security,2,CAS,
African Sociological Review,4,CAS,
African Studies Review,3,CAS,
AFRICAN STUDIES,3,CAS,
African Vision and Eye Health Journal,4,CAS,
AFRICAN ZOOLOGY,4,CAS,
Africana Linguistica,3,CAS,
Afrika Matematika,4,CAS,
Afterall,4,CAS,
Agathos-An International Review of the Humanities and Social Sciences,4,CAS,
AGE AND AGEING,2,CAS,
Age of Human Rights Journal,4,CAS,
AGEING & SOCIETY,3,CAS,
Ageing International,4,CAS,
AGEING RESEARCH REVIEWS,1,CAS,
Agenda-Empowering Women for Gender Equity,4,CAS,
Ager-Revista de Estudios sobre Despoblacion y Desarrollo Rural,4,CAS,
Aggregate,1,CAS,
AGGRESSION AND VIOLENT BEHAVIOR,2,CAS,
AGGRESSIVE BEHAVIOR,2,CAS,
AGING & MENTAL HEALTH,3,CAS,
Aging and Disease,3,CAS,
Aging Brain,4,CAS,
AGING CELL,1,CAS,
AGING CLINICAL AND EXPERIMENTAL RESEARCH,3,CAS,
Aging Male,3,CAS,
Aging Medicine and Healthcare,4,CAS,
Aging Medicine,4,CAS,
AGING NEUROPSYCHOLOGY AND COGNITION,4,CAS,
Agora para la Educacion Fisica y el Deporte,4,CAS,
Agora-Estudos Classicos em Debate,4,CAS,
Agora-Papeles de Filosofia,4,CAS,
Agrarforschung Schweiz,4,CAS,
Agrarian South-Journal of Political Economy,4,CAS,
Agrekon,4,CAS,
Agri-The Journal of the Turkish Society of Algology,4,CAS,
Agribusiness,3,CAS,
Agricultura Sociedad y Desarrollo,4,CAS,
Agricultural & Environmental Letters,4,CAS,
Agricultural and Food Economics,2,CAS,
AGRICULTURAL AND FOOD SCIENCE,4,CAS,
AGRICULTURAL AND FOREST ENTOMOLOGY,3,CAS,
AGRICULTURAL AND FOREST METEOROLOGY,1,CAS,
Agricultural and Resource Economics Review,4,CAS,
Agricultural and Resource Economics-International Scientific E-Journal,4,CAS,
Agricultural Economics-Zemedelska Ekonomika,3,CAS,
AGRICULTURAL ECONOMICS,2,CAS,
Agricultural Finance Review,4,CAS,
AGRICULTURAL HISTORY REVIEW,2,CAS,
AGRICULTURAL HISTORY,4,CAS,
AGRICULTURAL RESEARCH,4,CAS,
Agricultural Science and Practice,4,CAS,
AGRICULTURAL SYSTEMS,1,CAS,
Agricultural Water Management,1,CAS,
AGRICULTURE AND HUMAN VALUES,2,CAS,
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1,CAS,
Agriculture-Basel,2,CAS,
AgriEngineering,3,CAS,
Agrisost,4,CAS,
Agritech,4,CAS,
Agrivita,4,CAS,
AGROCHIMICA,4,CAS,
Agrociencia Uruguay,4,CAS,
AGROCIENCIA,4,CAS,
Agroecology and Sustainable Food Systems,2,CAS,
AGROFORESTRY SYSTEMS,3,CAS,
Agroindustria Sociedad y Ambiente ASA,4,CAS,
AgroLife Scientific Journal,4,CAS,
AGRONOMIA MESOAMERICANA,4,CAS,
Agronomy for Sustainable Development,1,CAS,
AGRONOMY JOURNAL,3,CAS,
Agronomy-Basel,2,CAS,
Agrosystems Geosciences & Environment,4,CAS,
AGU Advances,1,CAS,
Agua y Territorio,4,CAS,
AI & Society,3,CAS,
AI COMMUNICATIONS,4,CAS,
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,3,CAS,
AI MAGAZINE,4,CAS,
AI,4,CAS,
AIAA JOURNAL,3,CAS,
AIB Studi,4,CAS,
AIBR-Revista de Antropologia Iberoamericana,4,CAS,
AICHE JOURNAL,3,CAS,
AIDS AND BEHAVIOR,3,CAS,
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,4,CAS,
AIDS EDUCATION AND PREVENTION,4,CAS,
AIDS PATIENT CARE AND STDS,2,CAS,
AIDS RESEARCH AND HUMAN RETROVIRUSES,4,CAS,
AIDS Research and Therapy,4,CAS,
AIDS Research and Treatment,4,CAS,
AIDS REVIEWS,4,CAS,
AIDS,2,CAS,
AILA Review,2,CAS,
AIMS Agriculture and Food,4,CAS,
AIMS Allergy and Immunology,4,CAS,
AIMS Bioengineering,4,CAS,
AIMS Biophysics,4,CAS,
AIMS Energy,4,CAS,
AIMS Environmental Science,4,CAS,
AIMS Geosciences,4,CAS,
AIMS Materials Science,4,CAS,
AIMS Mathematics,3,CAS,
AIMS Medical Science,4,CAS,
AIMS Microbiology,4,CAS,
AIMS Molecular Science,4,CAS,
AIMS Neuroscience,4,CAS,
AIMS Public Health,3,CAS,
Ain Shams Engineering Journal,2,CAS,
Ain Shams Journal of Anesthesiology,4,CAS,
AIP Advances,4,CAS,
Air & Space Law,4,CAS,
Air Quality Atmosphere and Health,4,CAS,
Air Soil and Water Research,4,CAS,
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,4,CAS,
Aisthesis-Pratiche Linguaggi e Saperi dell Estetico,4,CAS,
Aitia-Regards sur la Culture Hellenistique au XXIe Siecle,4,CAS,
Ajalooline Ajakiri-The Estonian Historical Journal,4,CAS,
AJAR-African Journal of AIDS Research,4,CAS,
AJIDD-American Journal on Intellectual and Developmental Disabilities,4,CAS,
AJIL Unbound,3,CAS,
AJP Reports,4,CAS,
AJS Review-The Journal of the Association for Jewish Studies,2,CAS,
AJSP-Reviews and Reports,4,CAS,
AKADEMIKA,4,CAS,
AKCE International Journal of Graphs and Combinatorics,3,CAS,
Akroterion-Journal for the Classics in South Africa,4,CAS,
Aktualni Gynekologie a Porodnictvi,4,CAS,
Aktualnosci Neurologiczne,4,CAS,
AKTUELLE DERMATOLOGIE,4,CAS,
AKTUELLE ERNAHRUNGSMEDIZIN,4,CAS,
Aktuelle Kardiologie,4,CAS,
AKTUELLE RHEUMATOLOGIE,4,CAS,
AKTUELLE UROLOGIE,4,CAS,
Akustika,4,CAS,
Al-Arabiyya-Journal of the American Association of Teachers of Arabic,4,CAS,
Al-Bayan-Journal of Quran and Hadith Studies,4,CAS,
Al-Jamiah-Journal of Islamic Studies,3,CAS,
Al-Masaq-Journal of the Medieval Mediterranean,2,CAS,
AL-QANTARA,4,CAS,
Al-Shajarah,4,CAS,
Alabe-Revista de Investigacion sobre Lectura y Escritura,4,CAS,
ALBERTA LAW REVIEW,4,CAS,
ALCHERINGA,4,CAS,
ALCOHOL AND ALCOHOLISM,4,CAS,
Alcohol Research-Current Reviews,2,CAS,
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,3,CAS,
ALCOHOL,4,CAS,
Alcoholism Treatment Quarterly,4,CAS,
ALDRICHIMICA ACTA,4,CAS,
Alea-Estudos Neolatinos,4,CAS,
ALEA-Latin American Journal of Probability and Mathematical Statistics,4,CAS,
Aleph-Historical Studies in Science & Judaism,3,CAS,
Alergia Astma Immunologia,4,CAS,
Alergologia Polska-Polish Journal of Allergology,4,CAS,
Alexandria Engineering Journal,2,CAS,
Alexandria Journal of Medicine,4,CAS,
ALGAE,2,CAS,
Algal Research-Biomass Biofuels and Bioproducts,2,CAS,
Algebra & Number Theory,2,CAS,
Algebra And Discrete Mathematics,4,CAS,
Algebra and Logic,4,CAS,
ALGEBRA COLLOQUIUM,4,CAS,
ALGEBRA UNIVERSALIS,3,CAS,
Algebraic and Geometric Topology,3,CAS,
Algebraic Geometry,1,CAS,
ALGEBRAS AND REPRESENTATION THEORY,4,CAS,
Algorithmic Finance,4,CAS,
ALGORITHMICA,4,CAS,
Algorithms for Molecular Biology,4,CAS,
Algorithms,4,CAS,
Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses,3,CAS,
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,1,CAS,
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,4,CAS,
All Azimuth-A Journal of Foreign Policy and Peace,4,CAS,
All Earth,4,CAS,
All Life,4,CAS,
Allergo Journal,4,CAS,
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,4,CAS,
ALLERGOLOGIE,4,CAS,
ALLERGOLOGY INTERNATIONAL,2,CAS,
ALLERGY AND ASTHMA PROCEEDINGS,3,CAS,
Allergy Asthma & Immunology Research,2,CAS,
Allergy Asthma & Respiratory Disease,4,CAS,
Allergy Asthma and Clinical Immunology,4,CAS,
ALLERGY,1,CAS,
Allgemeine Zeitschrift fur Philosophie,4,CAS,
Almatourism-Journal of Tourism Culture and Territorial Development,4,CAS,
Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,4,CAS,
Alpha Psychiatry,4,CAS,
Alpha-Revista de Artes Letras y Filosofia,4,CAS,
Alpine Botany,2,CAS,
Alpine Entomology,4,CAS,
ALSIC-Apprentissage des Langues et Systems d Information et de Communication,4,CAS,
Alter-European Journal of Disability Research,4,CAS,
Alteridad-Revista de Educacion,4,CAS,
Alternativas. Cuadernos de Trabajo Social,4,CAS,
Alternative Law Journal,4,CAS,
Alternative-An International Journal of Indigenous Peoples,3,CAS,
ALTERNATIVES,3,CAS,
ALTEX-Alternatives to Animal Experimentation,2,CAS,
Altre Modernita-Rivista di Studi Letterari e Culturali,4,CAS,
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,4,CAS,
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",3,CAS,
Alzheimers & Dementia-Translational Research & Clinical Interventions,2,CAS,
Alzheimers & Dementia,1,CAS,
Alzheimers Research & Therapy,1,CAS,
AM Journal of Art and Media Studies,4,CAS,
AMA-Agricultural Mechanization in Asia Africa and Latin America,4,CAS,
Amazonia Investiga,4,CAS,
AMB Express,2,CAS,
AMBIO,2,CAS,
Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades,4,CAS,
Ambix,2,CAS,
AME Case Reports,4,CAS,
AMEGHINIANA,4,CAS,
AMERASIA JOURNAL,4,CAS,
America Latina Hoy-Revista de Ciencias Sociales,4,CAS,
America sin Nombre,4,CAS,
AMERICAN ANNALS OF THE DEAF,4,CAS,
AMERICAN ANTHROPOLOGIST,1,CAS,
AMERICAN ANTIQUITY,1,CAS,
American Art,3,CAS,
AMERICAN BANKRUPTCY LAW JOURNAL,4,CAS,
AMERICAN BEHAVIORAL SCIENTIST,3,CAS,
AMERICAN BIOLOGY TEACHER,4,CAS,
AMERICAN BOOK REVIEW,4,CAS,
AMERICAN BUSINESS LAW JOURNAL,2,CAS,
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,4,CAS,
AMERICAN CERAMIC SOCIETY BULLETIN,4,CAS,
American Economic Journal-Applied Economics,1,CAS,
American Economic Journal-Economic Policy,1,CAS,
American Economic Journal-Macroeconomics,1,CAS,
American Economic Journal-Microeconomics,2,CAS,
American Economic Review-Insights,1,CAS,
AMERICAN ECONOMIC REVIEW,1,CAS,
AMERICAN EDUCATIONAL RESEARCH JOURNAL,1,CAS,
AMERICAN ETHNOLOGIST,1,CAS,
AMERICAN FAMILY PHYSICIAN,3,CAS,
AMERICAN FERN JOURNAL,4,CAS,
American Health and Drug Benefits,4,CAS,
American Heart Journal Plus: Cardiology Research and Practice,4,CAS,
AMERICAN HEART JOURNAL,2,CAS,
AMERICAN HISTORICAL REVIEW,1,CAS,
AMERICAN IMAGO,4,CAS,
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,3,CAS,
AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,3,CAS,
AMERICAN JEWISH HISTORY,3,CAS,
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2,CAS,
American Journal of Alzheimers Disease and Other Dementias,4,CAS,
AMERICAN JOURNAL OF ARCHAEOLOGY,2,CAS,
American Journal of Audiology,4,CAS,
AMERICAN JOURNAL OF BIOETHICS,1,CAS,
American Journal of Biological Anthropology,2,CAS,
AMERICAN JOURNAL OF BOTANY,2,CAS,
American Journal of Business,4,CAS,
American Journal of Cancer Research,3,CAS,
AMERICAN JOURNAL OF CARDIOLOGY,3,CAS,
American Journal of Cardiovascular Disease,4,CAS,
American Journal of Cardiovascular Drugs,3,CAS,
American Journal of Case Reports,4,CAS,
AMERICAN JOURNAL OF CHINESE MEDICINE,2,CAS,
American Journal of Clinical and Experimental Immunology,4,CAS,
American Journal of Clinical and Experimental Urology,4,CAS,
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1,CAS,
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,4,CAS,
AMERICAN JOURNAL OF CLINICAL NUTRITION,1,CAS,
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,4,CAS,
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,4,CAS,
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2,CAS,
AMERICAN JOURNAL OF COMPARATIVE LAW,3,CAS,
American Journal of Criminal Justice,3,CAS,
AMERICAN JOURNAL OF CRITICAL CARE,3,CAS,
American Journal of Cultural Sociology,3,CAS,
AMERICAN JOURNAL OF DANCE THERAPY,4,CAS,
AMERICAN JOURNAL OF DENTISTRY,4,CAS,
AMERICAN JOURNAL OF DERMATOPATHOLOGY,4,CAS,
American Journal of Distance Education,4,CAS,
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,3,CAS,
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,4,CAS,
AMERICAN JOURNAL OF EDUCATION,2,CAS,
AMERICAN JOURNAL OF EMERGENCY MEDICINE,3,CAS,
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,3,CAS,
AMERICAN JOURNAL OF EPIDEMIOLOGY,2,CAS,
AMERICAN JOURNAL OF EVALUATION,4,CAS,
AMERICAN JOURNAL OF FAMILY THERAPY,4,CAS,
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,4,CAS,
AMERICAN JOURNAL OF GASTROENTEROLOGY,1,CAS,
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,2,CAS,
American Journal of Health Economics,2,CAS,
American Journal of Health Education,4,CAS,
AMERICAN JOURNAL OF HEALTH PROMOTION,4,CAS,
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,4,CAS,
AMERICAN JOURNAL OF HEMATOLOGY,1,CAS,
American Journal of Hospice & Palliative Medicine,4,CAS,
AMERICAN JOURNAL OF HUMAN BIOLOGY,4,CAS,
AMERICAN JOURNAL OF HUMAN GENETICS,1,CAS,
AMERICAN JOURNAL OF HYPERTENSION,3,CAS,
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3,CAS,
AMERICAN JOURNAL OF INFECTION CONTROL,3,CAS,
AMERICAN JOURNAL OF INTERNATIONAL LAW,2,CAS,
AMERICAN JOURNAL OF KIDNEY DISEASES,1,CAS,
AMERICAN JOURNAL OF LAW & MEDICINE,4,CAS,
AMERICAN JOURNAL OF LEGAL HISTORY,3,CAS,
American Journal of Lifestyle Medicine,4,CAS,
AMERICAN JOURNAL OF MANAGED CARE,4,CAS,
AMERICAN JOURNAL OF MATHEMATICS,1,CAS,
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,3,CAS,
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,4,CAS,
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,3,CAS,
AMERICAN JOURNAL OF MEDICAL QUALITY,4,CAS,
American Journal of Medicine,3,CAS,
American Journal of Mens Health,4,CAS,
AMERICAN JOURNAL OF NEPHROLOGY,2,CAS,
AMERICAN JOURNAL OF NEURORADIOLOGY,2,CAS,
American Journal of Nuclear Medicine and Molecular Imaging,4,CAS,
AMERICAN JOURNAL OF NURSING,4,CAS,
American Journal of Obstetrics & Gynecology MFM,2,CAS,
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,1,CAS,
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,4,CAS,
AMERICAN JOURNAL OF OPHTHALMOLOGY,1,CAS,
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,2,CAS,
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,3,CAS,
AMERICAN JOURNAL OF OTOLARYNGOLOGY,3,CAS,
AMERICAN JOURNAL OF PATHOLOGY,2,CAS,
AMERICAN JOURNAL OF PERINATOLOGY,4,CAS,
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,3,CAS,
AMERICAN JOURNAL OF PHILOLOGY,2,CAS,
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,4,CAS,
AMERICAN JOURNAL OF PHYSICS,4,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,3,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,2,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,3,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,2,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,3,CAS,
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",4,CAS,
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,2,CAS,
American Journal of Play,4,CAS,
AMERICAN JOURNAL OF POLITICAL SCIENCE,1,CAS,
AMERICAN JOURNAL OF POTATO RESEARCH,4,CAS,
American Journal of Preventive Cardiology,2,CAS,
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,2,CAS,
AMERICAN JOURNAL OF PRIMATOLOGY,3,CAS,
AMERICAN JOURNAL OF PSYCHIATRY,1,CAS,
AMERICAN JOURNAL OF PSYCHOLOGY,4,CAS,
AMERICAN JOURNAL OF PSYCHOTHERAPY,3,CAS,
AMERICAN JOURNAL OF PUBLIC HEALTH,2,CAS,
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,4,CAS,
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1,CAS,
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,2,CAS,
American Journal of Rhinology & Allergy,3,CAS,
AMERICAN JOURNAL OF ROENTGENOLOGY,2,CAS,
AMERICAN JOURNAL OF SCIENCE,4,CAS,
AMERICAN JOURNAL OF SEMIOTICS,4,CAS,
American Journal of Sexuality Education,4,CAS,
AMERICAN JOURNAL OF SOCIOLOGY,1,CAS,
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,3,CAS,
AMERICAN JOURNAL OF SPORTS MEDICINE,1,CAS,
American Journal of Stem Cells,4,CAS,
AMERICAN JOURNAL OF SURGERY,3,CAS,
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,1,CAS,
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,4,CAS,
AMERICAN JOURNAL OF THERAPEUTICS,4,CAS,
American Journal of Translational Research,4,CAS,
AMERICAN JOURNAL OF TRANSPLANTATION,1,CAS,
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,4,CAS,
AMERICAN JOURNAL OF VETERINARY RESEARCH,3,CAS,
AMERICAN JOURNAL ON ADDICTIONS,4,CAS,
American Journalism,3,CAS,
American Law and Economics Review,4,CAS,
AMERICAN LITERARY HISTORY,2,CAS,
AMERICAN LITERARY REALISM,3,CAS,
American Literary Scholarship,4,CAS,
AMERICAN LITERATURE,3,CAS,
AMERICAN MALACOLOGICAL BULLETIN,4,CAS,
AMERICAN MATHEMATICAL MONTHLY,4,CAS,
AMERICAN MINERALOGIST,3,CAS,
AMERICAN MUSEUM NOVITATES,4,CAS,
AMERICAN MUSIC,3,CAS,
AMERICAN NATURALIST,2,CAS,
American Nineteenth Century History,4,CAS,
American Periodicals,4,CAS,
AMERICAN PHILOSOPHICAL QUARTERLY,2,CAS,
AMERICAN POETRY REVIEW,4,CAS,
AMERICAN POLITICAL SCIENCE REVIEW,1,CAS,
American Political Thought,4,CAS,
AMERICAN POLITICS RESEARCH,3,CAS,
AMERICAN PSYCHOLOGIST,1,CAS,
AMERICAN QUARTERLY,3,CAS,
American Review of Canadian Studies,4,CAS,
AMERICAN REVIEW OF PUBLIC ADMINISTRATION,3,CAS,
AMERICAN SCIENTIST,4,CAS,
AMERICAN SOCIOLOGICAL REVIEW,1,CAS,
AMERICAN SOCIOLOGIST,3,CAS,
AMERICAN SPEECH,4,CAS,
AMERICAN STATISTICIAN,3,CAS,
AMERICAN STUDIES IN SCANDINAVIA,4,CAS,
AMERICAN SURGEON,4,CAS,
"American, British and Canadian Studies",4,CAS,
Americania-Revista de Estudios Latinoamericanos,4,CAS,
AMERICAS,1,CAS,
Amfiteatru Economic,4,CAS,
AMINO ACIDS,3,CAS,
Amme Idaresi Dergisi,4,CAS,
AMPHIBIA-REPTILIA,4,CAS,
AMPHIBIAN & REPTILE CONSERVATION,4,CAS,
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,2,CAS,
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,4,CAS,
Anacronismo e Irrupcion,4,CAS,
Anadolu Arastirmalari-Anatolian Research,4,CAS,
Anadolu Universitesi Sanat & Tasarim Dergisi-Anadolu University Journal of Art & Design,4,CAS,
ANAEROBE,3,CAS,
Anaesthesia and Intensive Care Medicine,4,CAS,
ANAESTHESIA AND INTENSIVE CARE,4,CAS,
Anaesthesia Critical Care & Pain Medicine,2,CAS,
Anaesthesia Pain & Intensive Care,4,CAS,
Anaesthesia Reports,4,CAS,
ANAESTHESIA,1,CAS,
Anaesthesiologie,4,CAS,
Anaesthesiology Intensive Therapy,4,CAS,
Anafora,4,CAS,
ANAIS BRASILEIROS DE DERMATOLOGIA,3,CAS,
Anais Brasileiros de Estudos Turisticos-ABET,4,CAS,
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,4,CAS,
Analecta Politica,4,CAS,
Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,4,CAS,
Analele Universitatii Bucuresti-Filosofie-Annals of the University of Bucharest-Philosophy,4,CAS,
Analele Universitatii Bucuresti-Stiinte Politice,4,CAS,
Anales AFA,4,CAS,
ANALES CERVANTINOS,3,CAS,
Anales de Documentacion,4,CAS,
Anales de Filologia Francesa,4,CAS,
Anales de Geografia de la Universidad Complutense,4,CAS,
Anales de Historia del Arte,3,CAS,
Anales de la Facultad de Medicina-Universidad de la Republica Uruguay,4,CAS,
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,4,CAS,
Anales de Literatura Chilena,4,CAS,
Anales de Literatura Espanola,3,CAS,
Anales de Literatura Hispanoamericana,4,CAS,
ANALES DE PEDIATRIA,4,CAS,
Anales de Psicologia,4,CAS,
Anales del Instituto de Actuarios Espanoles,4,CAS,
ANALES DEL JARDIN BOTANICO DE MADRID,4,CAS,
Anales del Seminario de Historia de la Filosofia,3,CAS,
Anales del Sistema Sanitario De Navarra,4,CAS,
Anales Galdosianos,4,CAS,
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,4,CAS,
Analisi-Quaderns de Comunicacio i Cultura,4,CAS,
Analisis Filosofico,4,CAS,
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,4,CAS,
Analyses of Social Issues and Public Policy,4,CAS,
Analyses-Revue de Critique et de Theorie Litteraire,4,CAS,
Analysis & PDE,1,CAS,
Analysis & Sensing,4,CAS,
Analysis and Applications,2,CAS,
Analysis and Geometry in Metric Spaces,3,CAS,
Analysis and Mathematical Physics,3,CAS,
Analysis in Theory and Applications,4,CAS,
Analysis Mathematica,4,CAS,
Analysis of Verbal Behavior,4,CAS,
Analysis-International Mathematical Journal of Analysis and its Applications,4,CAS,
ANALYSIS,2,CAS,
ANALYST,3,CAS,
Analytic Methods in Accident Research,1,CAS,
Analytic Philosophy,3,CAS,
Analytica Chimica Acta,2,CAS,
Analytical & Bioanalytical Electrochemistry,4,CAS,
